,User_ID,Age,Gender,Occupation,Sleep_Hours,Daily_Screen_Hours,Weekend_Screen_Hours,Social_Media_Hours,Caffeine_Cups_Per_Day,Work_Productivity_Score,App_Usage_Count,Exercise_Hours_Per_Week,Daily_Work_Hours,Commute_Hours_Per_Day,Stress_Level,Stressed
4004,SR00988,56.0,female,business owner,7.0,8.5,9.0,0.5,3.0,8.0,39.0,0.0,7.138232953037941,2.0,10,1
4005,SR02550,42.0,female,business owner,6.0,6.5,7.0,3.0,5.0,3.0,40.0,0.0,8.0,1.0,10,1
4006,SR00194,37.0,female,healthcare worker,5.5,4.0,4.5,0.0,5.0,6.0,29.0,2.0,16.0,0.5,10,1
4007,SR03058,74.0,female,healthcare worker,5.0,4.5,6.5,0.0,2.0,2.0,37.0,5.0,10.0,1.0,10,1
4008,SR03247,36.0,female,young professional,5.5,10.5,11.5,1.5,3.0,9.0,14.0,4.0,12.0,0.5827832057037232,10,1
4009,SR01395,28.0,other,teacher,7.5,5.5,7.201577981662181,5.5,4.0,8.0,15.0,5.0,11.0,1.0,10,0
4010,SR02638,54.0,male,student,7.5,9.5,14.0,0.0,2.0,5.0,53.0,4.0,1.0,0.5,10,1
4012,SR04703,19.0,other,young professional,7.0,6.0,7.856266889086016,1.5,1.0,7.0,40.0,1.0,11.0,1.5,10,1
4013,SR03091,20.0,other,student,10.0,4.5,6.0,0.5,5.0,5.0,16.0,2.0,5.0,0.0,6,0
4015,SR03216,41.0,female,young professional,6.5,6.5,8.510955796509851,1.0,2.0,9.0,28.0,6.0,10.0,1.0,10,0
4016,SR00286,26.0,female,healthcare worker,5.0,5.5,7.5,4.5,4.0,6.0,39.0,1.0,13.0,1.0,10,1
4017,SR04939,26.0,male,young professional,9.5,8.5,11.129711426205189,0.5,2.0,7.0,49.0,3.0,11.0,0.5,10,1
4018,SR00429,20.0,female,student,6.5,3.0,3.0,1.5,3.0,8.0,34.0,2.0,4.0,0.0,10,1
4019,SR04449,35.0,female,teacher,5.0,5.0,5.5,1.0,4.0,7.0,35.0,3.0,6.0,1.0,10,1
4020,SR02333,21.0,other,student,8.0,10.5,11.5,2.66384778012685,1.0,2.0,50.0,3.0,5.0,0.5,10,1
4021,SR02718,74.0,female,retired,7.0,6.0,6.0,0.0,2.0,6.0,27.0,1.0,2.0,0.5,7,0
4023,SR03390,54.0,female,retired,7.0,1.0,1.5,2.5,3.0,9.0,24.0,2.0,2.0,0.0,4,0
4026,SR04384,48.0,male,business owner,6.0,5.0,5.0,3.5,2.0,6.0,58.0,2.0,14.0,0.0,10,1
4027,SR04367,21.0,male,student,4.5,5.0,8.0,3.0,0.0,4.0,46.0,1.0,5.0,0.5,10,1
4028,SR02263,20.0,female,student,5.0,10.5,13.0,3.5,0.0,4.0,45.0,3.0,7.0,0.0,10,1
4029,SR00990,27.0,male,young professional,4.5,6.5,8.0,3.0,2.0,7.0,45.0,0.0,10.0,1.0,10,1
4031,SR01760,43.0,female,healthcare worker,4.5,3.0,4.0,0.0,1.0,4.0,28.892814103424527,3.0,10.0,1.0,10,1
4032,SR04580,52.0,female,retired,6.0,4.5,7.5,1.0,1.0,3.0,8.0,5.0,7.138232953037941,0.0,5,0
4033,SR00327,18.0,other,student,6.5,7.0,7.5,4.0,0.0,6.0,38.0,1.0,7.0,1.0,10,1
4034,SR02609,19.0,male,student,7.0,8.0,9.0,2.0,0.0,5.0,39.0,0.0,7.138232953037941,0.5,10,1
4035,SR01384,18.0,other,student,6.0,6.0,8.0,2.66384778012685,0.0,4.0,33.0,5.0,7.138232953037941,1.0,10,1
4036,SR01725,19.0,male,student,5.0,6.5,8.510955796509851,3.5,1.0,6.0,43.0,4.0,5.0,0.5,10,1
4037,SR01087,34.0,other,freelancer,4.5,7.0,6.5,2.0,2.0,7.0,46.0,2.0,9.0,0.5,10,1
4039,SR00342,36.0,male,healthcare worker,7.0,5.0,8.0,2.5,1.0,4.0,10.0,0.0,7.138232953037941,0.5,7,0
4041,SR00148,23.0,other,student,8.0,8.5,11.5,5.5,1.0,9.0,39.0,3.1847368421052633,5.0,0.0,10,1
4042,SR00689,19.0,male,student,7.0,7.5,11.5,2.5,6.0,7.0,56.0,5.0,3.0,0.0,10,1
4043,SR03433,33.0,male,freelancer,4.0,5.5,7.0,7.0,4.0,6.0,48.0,3.0,10.0,1.0,10,1
4046,SR00967,18.0,male,student,8.5,5.0,5.0,4.5,2.0,8.0,38.0,1.0,1.0,0.0,10,0
4047,SR04728,52.0,male,retired,6.5,3.0,2.5,1.5,4.0,9.0,28.0,5.0,1.0,0.5,8,0
4048,SR01493,48.0,female,freelancer,8.5,10.0,12.0,1.5,5.0,5.0,63.0,0.0,11.0,1.0,10,1
4049,SR03954,27.0,other,healthcare worker,6.5,7.0,7.5,2.5,4.0,9.0,33.0,4.0,11.0,0.5,10,1
4050,SR02204,30.0,male,retired,6.5,3.0,5.0,2.0,3.0,5.0,3.0,5.0,0.0,0.0,6,0
4051,SR02714,56.0,female,retired,9.5,4.0,3.0,3.5,0.0,7.0,9.0,0.0,4.0,0.5,7,0
4052,SR00662,29.0,male,healthcare worker,6.0,3.0,2.5,0.0,2.0,6.0,35.0,2.0,13.0,1.5,10,1
4053,SR01003,73.0,female,retired,8.5,5.0,7.0,2.66384778012685,3.0,6.0,17.0,0.0,0.0,0.5,6,0
4054,SR00063,23.0,male,retired,7.5,5.0,5.0,0.0,2.0,6.0,14.0,5.0,2.0,0.0,5,0
4056,SR02225,18.0,male,young professional,8.5,5.5,6.5,5.0,5.0,6.0,42.0,2.0,9.0,0.5,10,1
4057,SR04707,21.0,female,student,7.0,1.0,3.0,8.0,3.0,7.0,47.0,2.0,5.0,1.0,10,1
4058,SR01880,69.0,female,retired,6.5,4.0,6.5,2.5,0.0,7.0,3.0,9.0,1.0,0.5,6,0
4059,SR03573,29.0,other,freelancer,8.0,8.5,9.5,7.5,1.0,6.0,33.0,1.0,7.0,0.5,10,1
4060,SR04858,25.0,female,healthcare worker,6.5,5.0,6.5,2.5,2.0,7.0,43.0,5.0,13.0,1.5,10,0
4061,SR01204,50.0,female,retired,6.5,5.5,6.5,1.0,0.0,6.0,7.0,2.0,0.0,0.0,4,0
4062,SR01991,35.0,other,business owner,5.0,9.0,12.0,2.5,5.0,6.0,50.0,3.0,8.0,0.0,10,1
4063,SR00025,36.0,male,business owner,6.0,6.5,8.0,0.0,2.0,6.0,33.0,0.0,12.0,0.0,10,1
4064,SR04853,25.0,female,healthcare worker,4.0,4.0,4.5,4.0,2.0,10.0,25.0,3.0,11.0,1.0,10,1
4065,SR04103,19.0,female,student,6.5,8.5,10.0,5.5,2.0,8.0,44.0,4.0,6.0,1.0,10,1
4066,SR04168,72.0,female,retired,8.5,2.5,2.0,1.0,3.0,8.0,5.0,5.0,0.0,0.0,1,1
4068,SR00876,42.0,female,young professional,7.5,7.5,6.5,3.5,4.0,7.0,25.0,4.0,8.0,1.5,10,1
4069,SR04743,40.0,female,business owner,7.0,5.5,8.0,2.5,5.0,6.0,35.0,0.0,11.0,0.5,10,1
4070,SR00939,49.0,other,business owner,4.0,8.0,10.0,2.0,2.0,5.0,65.0,5.0,8.0,0.0,10,1
4071,SR02688,27.0,female,young professional,6.0,5.5,7.5,1.5,2.0,7.0,18.0,3.0,10.0,1.5,7,1
4072,SR03601,27.0,female,healthcare worker,7.5,5.0,7.5,4.5,2.0,6.0,29.0,0.0,11.0,0.5,9,0
4073,SR02395,71.0,male,retired,7.5,5.0,7.5,2.0,1.0,6.0,26.0,4.0,4.0,0.0,4,0
4075,SR04981,69.0,male,retired,7.0,2.0,1.0,0.0,1.0,9.0,7.0,7.0,3.0,0.0,3,0
4076,SR04125,19.0,female,student,6.5,8.0,11.0,3.0,2.0,8.0,35.0,2.0,1.0,1.0,10,1
4077,SR04565,27.0,other,young professional,8.0,7.5,11.5,3.0,1.0,7.0,19.0,1.0,7.138232953037941,0.0,10,1
4082,SR00537,29.0,female,freelancer,6.5,10.5,13.5,4.5,0.0,2.0,31.0,5.0,5.0,1.0,10,1
4084,SR04666,18.0,other,student,7.5,8.5,11.5,3.0,4.0,7.0,41.0,3.0,7.0,0.5,10,1
4086,SR00937,18.0,other,student,7.0,7.0,10.0,3.5,0.0,5.0,47.0,3.1847368421052633,9.0,1.0,10,0
4087,SR03738,21.0,male,student,7.5,7.0,9.5,1.5,0.0,5.0,35.0,2.0,4.0,0.5,10,1
4089,SR02361,43.0,other,business owner,5.5,10.5,13.5,4.0,2.0,7.0,25.0,3.0,12.0,0.0,10,1
4090,SR03508,55.0,female,retired,8.5,7.5,8.5,2.0,1.0,8.0,16.0,5.0,4.0,0.5,3,0
4091,SR00202,40.0,other,young professional,7.5,9.5,12.439089241052859,1.0,1.0,4.0,27.0,1.0,9.0,1.0,10,1
4093,SR01333,42.0,female,retired,6.0,6.5,8.0,0.0,3.0,8.0,27.0,3.0,3.0,0.5,6,0
4094,SR03017,58.0,female,retired,9.0,5.0,5.0,5.0,2.0,7.0,10.0,5.0,0.0,0.0,3,0
4095,SR03503,71.0,female,retired,8.0,2.0,3.5,1.0,1.0,7.0,9.0,2.0,3.0,0.0,5,0
4096,SR02709,30.0,female,freelancer,3.5,10.0,12.5,2.0,4.0,2.0,41.0,1.0,10.0,0.0,10,1
4097,SR04022,50.0,female,young professional,8.0,6.5,7.0,2.66384778012685,3.0,8.0,48.0,5.0,11.0,1.0,10,1
4101,SR03031,38.0,male,young professional,5.0,5.5,6.5,2.5,3.0,7.0,26.0,2.0,8.0,1.5,10,1
4102,SR01206,55.0,male,retired,11.0,4.0,7.0,2.0,0.0,8.0,9.0,0.0,0.0,0.5,6,0
4103,SR01646,37.0,male,healthcare worker,4.0,3.0,1.5,2.5,2.0,10.0,41.0,3.1847368421052633,10.0,1.0,10,1
4104,SR03418,22.0,female,student,7.0,5.5,7.0,3.0,4.0,6.0,22.0,2.0,6.0,1.0,7,0
4105,SR03477,39.0,male,business owner,5.5,6.5,9.0,5.5,3.0,6.0,35.0,3.1847368421052633,10.0,0.0,10,1
4106,SR02862,36.0,other,young professional,7.5,9.0,10.5,1.5,5.0,7.0,32.0,4.0,13.0,2.0,10,1
4107,SR01793,20.0,male,student,4.0,6.5,9.0,2.0,1.0,5.0,50.0,1.0,5.0,0.5827832057037232,10,1
4108,SR03798,18.0,female,student,7.5,11.0,15.0,2.5,4.0,5.0,29.0,4.0,6.0,0.5,10,1
4109,SR03369,72.0,female,retired,9.0,3.0,6.0,0.5,1.0,8.0,15.373212697148013,5.0,2.0,0.0,0,1
4110,SR03368,19.0,male,student,7.0,3.0,4.5,3.0,3.0,8.0,46.0,2.0,7.0,0.5,10,1
4111,SR03534,32.0,male,young professional,8.5,5.5,8.0,2.5,3.0,10.0,27.0,2.0,10.0,0.5,5,0
4112,SR03450,40.0,male,healthcare worker,4.0,7.0,8.0,4.5,2.0,6.0,4.0,0.0,11.0,0.5,10,1
4113,SR00604,70.0,male,retired,4.0,1.0,1.0,0.5,0.0,8.0,23.0,6.0,1.0,0.0,10,1
4114,SR03057,58.0,male,young professional,8.5,6.0,8.5,3.0,3.0,8.0,35.0,7.0,11.0,0.5,5,0
4115,SR04532,74.0,male,retired,4.5,1.0,1.0,2.0,1.0,10.0,13.744362880962552,3.0,4.0,0.0,10,1
4116,SR00127,26.0,male,young professional,9.5,6.0,9.5,4.0,4.0,6.0,34.0,2.0,10.0,1.5,10,1
4118,SR02936,35.0,other,young professional,7.5,5.0,9.5,2.5,0.0,6.0,45.0,4.0,7.0,1.0,10,1
4119,SR03532,53.0,male,teacher,6.5,1.5,2.0,0.5,3.0,7.0,3.0,5.0,9.0,1.5,5,0
4121,SR00828,41.0,female,business owner,4.5,7.0,7.5,2.5,2.0,8.0,43.0,7.0,9.0,0.5,10,1
4122,SR01640,27.0,male,young professional,8.0,6.5,7.0,4.0,5.0,10.0,37.0,0.0,11.0,0.5,10,1
4127,SR04613,27.0,female,young professional,7.5,10.5,13.0,3.5,2.0,6.0,29.0,2.0,14.0,1.0,10,1
4128,SR02444,37.0,female,business owner,5.5,6.0,8.5,4.5,5.0,7.0,31.0,0.0,11.0,1.0,10,1
4129,SR00363,26.0,other,student,8.0,10.0,14.5,5.5,4.0,5.0,32.0,5.0,0.0,0.0,10,1
4130,SR02350,58.0,female,retired,5.5,7.0,10.0,2.66384778012685,4.0,10.0,29.0,3.0,0.0,0.0,10,1
4132,SR00815,46.0,female,freelancer,6.0,10.5,13.0,2.0,2.0,6.0,46.0,5.0,6.0,0.5,10,1
4133,SR03206,67.0,male,retired,9.0,1.0,2.5,1.5,0.0,7.0,29.0,2.0,0.0,0.0,6,0
4135,SR04796,35.0,female,retired,10.0,1.0,4.5,1.5,2.0,9.0,3.0,7.0,2.0,0.0,0,0
4136,SR03326,36.0,female,business owner,6.5,7.0,7.0,2.0,3.0,6.0,40.0,2.0,9.0,1.0,10,1
4138,SR02117,43.0,male,teacher,7.5,4.5,7.0,0.0,2.0,9.0,16.0,4.0,4.0,0.5,4,0
4140,SR00794,20.0,female,business owner,4.0,7.5,10.5,3.0,1.0,7.0,44.0,4.0,8.0,1.0,10,1
4141,SR04947,40.0,other,teacher,7.5,6.5,10.0,2.0,1.0,7.0,48.0,7.0,5.0,1.0,10,1
4142,SR02675,42.0,male,freelancer,9.0,8.5,12.0,5.0,3.0,7.0,55.0,0.0,8.0,0.5,10,0
4143,SR00095,28.0,female,healthcare worker,4.5,7.5,11.5,1.0,3.0,7.0,42.0,6.0,11.0,1.5,10,1
4144,SR03757,57.0,male,teacher,5.5,6.5,8.0,2.0,0.0,7.0,28.0,3.0,10.0,0.5,10,1
4145,SR02892,20.0,female,freelancer,7.5,8.5,11.5,5.5,1.0,2.0,65.0,5.0,11.0,0.0,10,1
4146,SR02372,35.0,female,teacher,6.5,8.5,11.5,2.0,2.0,5.0,27.0,3.1847368421052633,8.0,0.5,9,1
4147,SR04150,34.0,male,young professional,7.5,12.0,15.0,3.5,2.0,5.0,48.0,0.0,6.0,1.5,10,1
4148,SR04433,78.0,male,retired,7.5,2.5,4.0,3.5,2.0,7.0,6.0,2.0,0.0,0.5,6,0
4150,SR02854,56.0,other,business owner,4.5,8.5,10.5,2.5,3.0,5.0,26.0,3.0,7.138232953037941,0.5827832057037232,10,1
4151,SR02913,39.0,female,retired,7.0,3.5,4.5,2.5,3.0,8.0,3.0,1.0,0.0,0.5,5,0
4152,SR01866,25.0,other,teacher,6.5,4.0,4.5,2.66384778012685,1.0,6.0,30.947697319580026,4.0,7.0,1.0,9,0
4154,SR02646,40.0,other,retired,7.0,6.5,6.0,1.5,2.0,10.0,19.0,3.0,0.0,0.5,7,0
4155,SR02244,19.0,female,student,7.0,8.5,11.5,1.5,3.0,4.0,60.0,0.0,7.138232953037941,0.0,10,1
4160,SR02598,28.0,other,business owner,6.5,9.5,13.0,1.5,3.0,5.0,33.0,5.0,12.0,1.0,10,1
4161,SR02205,65.0,female,retired,10.0,1.0,2.0,3.0,1.0,9.0,33.0,4.0,3.0,0.5,3,0
4162,SR00420,68.0,male,retired,9.5,6.5,7.0,0.0,0.0,7.0,23.0,4.0,2.0,0.5,3,0
4163,SR00923,20.0,other,student,9.5,3.0,3.0,2.0,2.0,6.0,25.0,4.0,3.0,1.0,2,0
4164,SR01255,46.0,male,business owner,6.5,8.0,11.0,2.5,4.0,4.0,29.0,2.0,8.0,0.5,10,1
4165,SR00478,49.0,male,teacher,6.0,1.0,1.0,3.0,3.0,6.0,27.0,4.0,7.0,0.5,7,0
4167,SR01203,43.0,male,business owner,5.5,8.5,10.5,7.5,2.0,8.0,34.0,6.0,10.0,1.0,10,1
4170,SR01971,44.0,other,teacher,9.0,8.0,10.5,0.5,2.0,6.0,19.0,3.0,7.0,0.5,7,0
4172,SR04019,21.0,other,student,8.0,9.0,12.0,6.5,2.0,7.0,38.0,4.0,7.0,0.5827832057037232,10,1
4175,SR01998,20.0,other,student,6.5,4.0,7.5,5.0,3.0,5.0,55.0,0.0,4.0,1.0,10,1
4176,SR04034,20.0,other,student,8.5,5.5,8.5,6.5,0.0,8.0,43.0,6.0,4.0,1.0,10,1
4177,SR03055,80.0,male,retired,8.5,1.5,3.0,2.0,0.0,8.0,17.0,6.0,5.0,0.5,1,0
4178,SR01249,67.0,other,retired,8.0,4.0,5.0,4.0,4.0,8.0,5.0,7.0,0.0,0.0,0,0
4179,SR02193,56.0,other,business owner,4.5,6.0,10.0,4.5,3.0,3.0,46.0,5.0,13.0,0.0,10,1
4180,SR02713,49.0,female,young professional,5.5,11.0,15.0,2.5,1.0,6.0,35.0,3.0,7.0,0.0,10,1
4181,SR00993,73.0,male,retired,8.5,6.0,7.5,3.5,0.0,7.0,3.0,4.0,1.0,0.5827832057037232,5,0
4182,SR02191,18.0,male,student,8.0,6.0,7.0,4.5,0.0,6.0,32.0,5.0,3.0,1.0,10,1
4183,SR03763,28.0,male,young professional,5.0,2.0,4.0,2.0,2.0,7.0,11.0,3.1847368421052633,10.0,0.5,10,1
4186,SR01864,53.0,female,business owner,4.0,9.0,13.0,0.5,5.0,5.0,35.0,1.0,11.0,0.0,10,1
4187,SR02344,61.0,male,business owner,6.0,8.0,9.5,2.0,8.0,6.0,53.0,5.0,8.0,0.5,10,0
4188,SR02450,21.0,female,student,8.5,7.5,10.0,1.0,4.0,5.0,38.0,2.0,4.0,0.5,10,1
4190,SR01066,25.0,female,healthcare worker,5.5,3.5,6.0,3.0,0.0,7.0,27.0,4.0,14.0,0.5,10,1
4191,SR04961,48.0,male,teacher,7.5,3.5,5.0,0.5,0.0,7.0,47.0,5.0,6.0,1.0,10,1
4192,SR02622,40.0,male,healthcare worker,7.5,6.0,8.0,3.5,0.0,8.0,13.0,2.0,5.0,1.0,6,0
4193,SR00078,35.0,male,teacher,7.0,9.5,13.5,1.5,2.0,6.0,20.0,7.0,7.138232953037941,0.5,10,1
4194,SR02899,54.0,male,teacher,7.0,6.0,7.0,3.5,2.0,6.0,27.0,4.0,9.0,0.5,8,0
4196,SR04373,29.0,male,young professional,6.0,1.0,1.0,3.0,3.0,4.0,39.0,4.0,10.0,1.0,10,1
4197,SR00873,22.0,male,student,9.5,8.0,9.0,4.0,1.0,5.0,30.0,4.0,6.0,0.5,10,1
4198,SR03851,35.0,male,healthcare worker,6.5,8.5,11.5,2.5,1.0,6.0,48.0,4.0,15.0,1.0,10,1
4200,SR02966,33.0,female,young professional,8.0,8.5,12.0,2.0,5.0,4.0,18.0,5.0,6.0,1.0,9,0
4202,SR02561,42.0,male,retired,9.0,4.5,3.5,2.0,0.0,8.0,3.0,2.0,1.0,0.0,4,0
4203,SR04897,34.0,female,business owner,7.0,6.5,10.0,4.5,5.0,4.0,34.0,3.0,7.138232953037941,0.0,10,1
4204,SR02636,23.0,other,healthcare worker,6.5,3.0,2.5,2.5,6.0,6.0,23.0,5.0,11.0,1.5,10,0
4205,SR03531,25.0,other,teacher,7.0,6.5,8.510955796509851,3.5,0.0,9.0,23.0,1.0,4.0,0.5,10,1
4207,SR01909,21.0,female,student,8.5,5.0,6.5,3.5,3.0,7.0,31.0,6.0,7.138232953037941,0.0,5,0
4210,SR04028,26.0,male,freelancer,5.0,5.0,7.0,4.5,3.0,6.0,47.0,4.0,7.138232953037941,0.0,10,1
4211,SR01605,23.0,male,business owner,8.0,11.5,15.0,2.5,3.0,7.0,47.0,6.0,10.0,0.5,10,1
4212,SR01119,39.0,female,teacher,9.5,5.0,5.5,3.5,0.0,8.0,44.0,5.0,9.0,1.0,10,1
4213,SR03678,49.0,male,retired,5.5,3.5,4.5,0.0,1.0,8.0,8.0,2.0,0.0,0.0,7,0
4217,SR01995,78.0,other,retired,8.5,5.0,7.5,0.0,3.0,9.0,3.0,6.0,1.0,0.5,0,0
4218,SR04956,24.0,other,business owner,5.0,7.5,10.5,2.5,0.0,2.0,44.0,3.0,11.0,0.0,10,0
4221,SR01343,55.0,male,teacher,7.0,6.0,8.0,2.0,1.0,7.0,27.0,3.0,7.138232953037941,0.5,7,0
4223,SR01620,29.0,other,teacher,8.0,5.5,7.5,0.0,3.0,4.0,11.0,3.0,5.0,0.0,5,0
4225,SR02061,21.0,male,student,6.0,4.5,6.0,4.5,1.0,6.0,27.0,4.0,5.0,1.0,8,0
4226,SR02220,41.0,male,business owner,7.0,5.0,6.0,2.5,4.0,4.0,64.0,2.0,13.0,0.5,10,1
4227,SR01674,26.0,other,teacher,8.0,3.5,4.0,2.0,1.0,8.0,31.0,3.1847368421052633,4.0,1.0,5,0
4228,SR00261,21.0,other,student,7.5,8.0,10.5,4.0,2.0,4.0,32.0,2.0,5.0,1.5,10,1
4229,SR04418,50.0,female,retired,5.0,2.0,5.5,4.5,2.0,6.0,21.0,6.0,1.0,0.5,8,0
4230,SR02040,30.0,male,student,7.0,7.5,11.0,4.0,2.0,4.0,27.0,3.0,5.0,0.5,10,1
4232,SR03745,41.0,other,business owner,8.0,9.5,12.5,3.5,3.0,5.0,39.24549024456095,3.0,16.0,1.5,10,1
4234,SR01918,38.0,male,healthcare worker,6.5,7.5,11.5,0.0,7.0,9.0,37.0,4.0,14.0,1.0,10,1
4235,SR01829,34.0,female,business owner,8.5,7.0,9.165644703933685,2.66384778012685,4.0,9.0,50.0,7.0,12.0,0.0,10,1
4236,SR01574,72.0,male,teacher,8.5,5.5,7.5,1.5,2.0,7.0,8.0,2.0,5.0,1.5,6,0
4237,SR04395,29.0,male,freelancer,11.0,7.5,10.0,2.66384778012685,4.0,5.0,55.0,5.0,11.0,0.5,10,1
4238,SR04209,40.0,male,retired,7.0,6.0,5.5,1.0,0.0,7.0,18.0,3.0,4.0,0.5,6,0
4239,SR00225,23.0,female,student,6.0,6.5,8.5,6.5,0.0,8.0,37.0,2.0,5.0,0.5,10,1
4242,SR01142,58.0,male,young professional,8.5,7.0,8.5,1.5,6.0,5.0,35.0,1.0,7.0,1.5,10,1
4244,SR00847,24.0,other,young professional,8.5,6.5,8.0,6.0,5.0,5.0,35.0,4.0,12.0,0.5827832057037232,10,1
4245,SR02552,54.0,female,young professional,8.0,6.5,7.0,2.5,3.0,6.0,45.0,3.0,11.0,1.5,10,1
4248,SR00646,32.0,other,young professional,6.5,6.0,9.0,2.0,1.0,4.0,21.0,4.0,11.0,1.5,6,0
4249,SR00004,27.0,other,business owner,8.5,6.5,8.5,5.0,4.0,7.0,29.0,3.0,11.0,0.5,10,1
4251,SR00468,29.0,female,healthcare worker,6.0,4.5,7.0,0.0,2.0,4.0,38.0,0.0,7.138232953037941,1.0,10,1
4252,SR00006,56.0,female,teacher,7.5,2.5,3.2734445371191736,4.5,1.0,8.0,20.0,3.0,7.138232953037941,1.0,5,0
4254,SR02596,20.0,other,student,7.5,4.0,6.0,1.5,2.0,7.0,30.10164856888687,3.0,5.0,0.0,10,1
4256,SR02591,34.0,other,healthcare worker,6.0,6.0,8.0,1.5,3.0,6.0,28.0,2.0,10.0,1.0,10,1
4257,SR00243,71.0,male,retired,8.0,3.5,4.5,1.5,4.0,5.0,23.0,5.0,0.0,0.0,3,0
4258,SR01161,27.0,male,teacher,7.5,4.0,9.0,0.0,1.0,9.0,21.0,5.0,8.0,1.0,3,0
4259,SR02871,57.0,female,healthcare worker,5.5,6.5,8.510955796509851,6.5,7.0,6.0,22.0,4.0,9.0,0.5,10,0
4260,SR03736,20.0,male,freelancer,8.5,10.5,14.0,4.5,2.0,6.0,35.0,3.1847368421052633,6.0,0.0,10,1
4261,SR02398,28.0,female,young professional,8.0,7.5,11.0,1.0,3.0,6.0,19.0,3.0,10.0,1.5,8,0
4263,SR03422,59.0,female,retired,10.0,4.0,5.5,3.0,4.0,9.0,36.0,7.0,2.0,0.0,0,0
4265,SR01606,25.0,female,healthcare worker,3.5,4.5,6.0,0.5,5.0,8.0,16.0,2.0,14.0,1.0,10,1
4267,SR02325,53.0,other,business owner,5.5,9.5,13.5,5.5,5.0,4.0,35.0,2.0,9.0,0.5,10,1
4268,SR02710,28.0,female,student,7.5,6.5,9.5,1.5,0.0,8.0,37.0,3.0,1.0,0.0,10,1
4269,SR04399,73.0,male,young professional,8.0,11.0,15.0,1.5,3.0,4.0,25.0,2.0,8.0,1.5,10,1
4270,SR01313,18.0,male,student,6.0,4.0,3.0,3.0,0.0,8.0,24.0,0.0,7.0,0.5,6,0
4274,SR02363,19.0,male,student,6.5,1.0,2.5,5.0,3.0,7.0,50.0,4.0,6.0,0.0,10,1
4275,SR01976,36.0,other,healthcare worker,4.5,6.0,7.856266889086016,5.0,2.0,5.0,8.0,5.0,12.0,0.5,10,1
4278,SR02740,44.0,male,teacher,6.0,8.5,11.5,4.5,5.0,8.0,12.0,2.0,6.0,0.5,10,1
4279,SR04845,45.0,male,business owner,8.5,6.0,9.5,0.0,4.0,8.0,57.0,4.0,11.0,0.5,10,1
4280,SR02473,71.0,male,business owner,5.5,7.0,10.5,5.0,1.0,4.0,47.0,0.0,8.0,0.5,10,1
4281,SR04008,73.0,female,retired,7.5,5.5,8.0,2.0,0.0,5.0,16.0,4.0,0.0,0.0,4,0
4282,SR01494,77.0,male,retired,9.0,4.0,4.5,2.0,1.0,8.0,3.0,4.0,4.0,0.5,1,0
4285,SR01170,21.0,male,student,6.5,7.5,11.0,2.5,1.0,9.0,9.0,5.0,2.0,0.0,10,1
4286,SR04517,21.0,female,student,6.5,5.0,7.0,3.5,2.0,7.0,22.0,4.0,3.0,0.5,6,0
4287,SR00233,76.0,female,retired,7.0,5.5,6.5,3.0,1.0,7.0,14.0,4.0,2.0,0.5,6,0
4288,SR00067,29.0,female,business owner,5.0,5.5,6.0,2.5,2.0,3.0,64.0,1.0,13.0,0.5,10,1
4289,SR01604,21.0,male,student,7.0,5.0,6.0,2.5,2.0,4.0,61.0,6.0,7.0,0.0,10,1
4290,SR03284,74.0,other,retired,8.5,6.0,9.5,0.0,0.0,9.0,17.0,7.0,5.0,0.5,0,1
4291,SR03597,35.0,female,freelancer,8.5,8.0,11.5,3.0,3.0,3.0,45.0,3.0,10.0,0.5,10,1
4294,SR01977,20.0,other,student,7.0,7.0,9.0,2.66384778012685,1.0,7.0,44.0,0.0,4.0,0.5,10,1
4297,SR02076,20.0,other,student,5.5,11.0,15.0,5.0,3.0,3.0,19.0,3.0,7.138232953037941,0.0,10,1
4298,SR03087,24.0,female,young professional,6.0,6.0,9.0,2.5,0.0,7.0,19.0,3.0,6.0,1.0,7,0
4299,SR04346,66.0,female,retired,7.5,3.5,6.5,3.5,0.0,10.0,30.0,4.0,4.0,0.5,7,0
4302,SR02798,40.0,female,teacher,5.5,2.5,3.0,1.5,0.0,9.0,19.0,2.0,8.0,0.0,7,0
4303,SR00919,71.0,female,retired,9.5,2.0,2.5,0.0,2.0,10.0,12.0,3.0,1.0,0.0,0,0
4304,SR01647,19.0,female,student,8.0,6.0,8.0,4.5,5.0,3.0,38.69395014818461,0.0,6.0,1.0,10,1
4305,SR00365,48.0,male,young professional,6.5,5.0,6.5,3.0,3.0,10.0,43.0,3.0,11.0,1.5,10,1
4306,SR03288,75.0,female,retired,9.5,3.0,5.0,0.0,4.0,8.0,33.0,3.0,2.0,0.5,8,0
4307,SR02126,20.0,other,student,7.5,7.0,8.0,4.0,1.0,7.0,54.0,3.1847368421052633,8.0,1.5,10,1
4308,SR04124,24.0,other,freelancer,7.5,7.5,8.5,4.5,3.0,4.0,40.0,6.0,4.0,0.0,10,1
4309,SR00526,67.0,male,retired,4.0,4.5,5.0,1.0,0.0,8.0,13.0,4.0,3.0,0.0,10,1
4310,SR00056,42.0,male,healthcare worker,7.0,3.5,6.0,3.5,2.0,7.0,10.0,6.0,13.0,0.5,4,0
4311,SR00639,52.0,other,teacher,8.5,10.0,13.093778148476694,2.5,3.0,10.0,22.0,0.0,9.0,0.5,10,1
